Swedish Word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
dykare,0,0,0,0,0,0,0,0,0,0
avvika,0,0,0,0,0,0,0,0,0,0
divergens,0,0,0,0,0,0,0,0,0,0
avvikande,0,0,0,0,0,1,0,0,1,0
divergerande,0,0,0,0,0,0,0,0,0,0
dykare,0,0,0,0,0,0,0,0,0,0
olika,0,0,0,0,0,1,1,0,0,0
diversifierad,0,0,0,0,0,0,1,0,0,0
diversifiera,0,0,0,0,0,0,0,0,0,0
avledning,0,0,0,0,0,0,1,0,1,0
mångfald,0,0,0,0,0,0,0,0,0,0
avleda,0,0,0,0,0,0,0,0,0,0
avledning,0,0,0,0,0,0,0,0,0,0
frånta,0,0,0,0,0,0,0,0,0,0
avyttrats,0,0,0,0,0,1,0,0,0,0
avyttring,0,0,0,0,0,1,0,0,0,0
dela upp,0,0,0,0,0,0,0,0,0,0
dividerat,0,0,0,0,0,0,0,0,0,0
utdelning,0,0,0,0,0,0,0,0,0,0
spådom,0,1,0,0,0,0,0,0,0,0
gudomlig,0,0,0,0,0,0,0,0,0,0
gudomlighet,0,0,0,0,0,0,1,0,0,0
delbar,0,0,0,0,0,0,0,0,0,0
division,0,0,0,0,0,0,0,0,0,0
divisor,0,0,0,0,0,0,0,0,0,0
äktenskapsskillnad,1,0,1,1,0,1,0,1,1,1
avslöja,0,0,0,0,0,0,0,0,0,0
yrsel,0,0,0,0,0,1,0,0,0,0
yr,0,0,0,0,0,1,0,0,0,0
foglig,0,0,0,0,0,0,0,0,0,0
docka,0,0,0,0,0,0,0,0,0,0
dockad,0,0,0,0,0,1,0,0,0,0
docket,0,0,0,0,0,0,0,0,0,0
läkare,0,0,0,0,0,0,1,0,0,1
dogmatisk,0,0,0,0,0,0,0,0,0,0
lära,0,0,0,0,0,0,0,0,0,1
dokumentera,0,0,0,0,0,0,0,0,0,0
dokumentär,0,0,0,0,0,0,0,0,0,0
undvika,0,0,0,0,0,0,0,0,0,0
ducka,0,0,0,0,0,0,0,0,0,0
hind,0,0,0,0,0,0,0,0,0,0
doer,0,0,0,0,0,0,1,0,0,0
hund,0,0,0,0,0,0,0,0,0,0
envis,0,0,0,0,0,0,1,0,0,0
dogm,0,0,0,0,0,0,0,0,0,1
dogmatisk,0,0,0,0,0,0,0,0,0,0
göranden,0,0,0,0,0,0,0,0,0,0
gör det,0,0,0,0,0,1,0,0,0,0
stiltje,0,0,0,0,0,1,0,1,0,0
dole,0,0,0,0,0,1,0,1,0,0
docka,0,0,0,0,1,0,0,0,0,0
dollar,0,0,0,0,0,0,0,0,0,0
dolor,0,0,0,0,0,1,0,1,0,0
delfin,0,0,0,0,1,0,1,0,1,1
domän,0,0,0,0,0,0,0,0,0,0
kupol,0,0,0,0,0,0,0,0,0,0
inhemsk,0,0,0,0,0,0,0,0,0,0
domesticerade,0,0,0,0,0,0,0,0,0,0
domesticering,0,0,0,0,0,0,0,0,0,0
hemvist,0,0,0,0,0,0,0,0,0,0
hemvist,0,0,0,0,0,0,0,0,0,0
dominans,0,0,0,0,0,0,0,0,0,0
dominerande,0,0,0,1,0,1,0,0,0,0
dominera,1,0,0,1,0,1,1,0,0,0
dominerande,0,0,0,0,0,0,0,0,0,0
herravälde,1,0,0,1,0,1,0,1,0,0
herravälde,0,0,0,1,0,0,0,0,0,1
domino,0,0,0,0,0,0,0,0,0,0
don,0,0,0,0,0,0,1,0,0,1
donation,0,0,0,0,0,0,1,0,0,0
åsna,0,0,1,0,0,1,0,0,0,0
givare,0,0,0,0,0,0,0,0,0,0
klotter,0,0,0,0,0,1,0,0,0,0
undergång,0,0,0,1,0,1,0,0,0,0
dömd,0,0,0,1,0,1,0,1,0,0
domedag,1,1,1,1,0,1,0,1,0,0
dörr,0,0,0,0,0,0,0,0,0,0
dörrklocka,0,0,0,0,0,0,0,0,0,0
dörröppning,0,0,0,0,0,0,0,0,0,0
vilande,0,0,0,0,0,0,0,0,0,0
sovsal,0,0,0,0,0,0,0,0,0,0
rygg-,0,0,0,0,0,0,0,0,0,0
dos,0,0,0,0,0,0,0,0,0,0
punkt,0,0,0,0,0,0,0,0,0,0
dubbel,0,0,0,0,0,0,0,0,0,0
fördubblats,0,0,0,0,0,0,0,0,0,0
dubblett,0,0,0,0,0,0,0,0,0,0
fördubbling,0,0,0,0,0,0,0,0,0,0
tvivel,0,0,0,1,0,1,0,1,0,1
tveksam,0,0,0,0,0,1,0,0,0,0
tvivlar,0,0,0,0,0,1,0,0,0,0
utan tvivel,0,0,0,0,0,0,1,0,0,1
sköljning,0,0,0,0,0,1,0,0,0,0
deg,0,0,0,0,0,0,0,0,0,0
munk,0,0,0,0,0,0,0,0,0,0
dur,0,0,0,0,0,1,0,0,0,0
duva,0,1,0,0,1,0,1,0,0,1
nedslagen,0,0,0,0,0,0,0,0,0,0
undergång,0,0,0,1,0,1,0,1,0,0
utför,0,0,0,0,0,0,0,0,0,0
skyfall,0,0,0,0,0,0,0,0,0,0
fullkomligt,0,0,0,0,0,0,0,0,0,1
dunig,0,0,0,0,0,0,1,0,0,0
hemgift,0,0,0,0,0,0,0,0,0,0
slumra,0,0,0,0,0,0,0,0,0,0
dussin,0,0,0,0,0,0,0,0,0,0
trist,0,0,0,0,0,1,0,1,0,0
förslag,0,1,0,0,0,0,0,0,0,0
drag,0,0,0,0,0,0,0,0,0,0
drake,0,0,0,1,0,0,0,0,0,0
dränera,0,0,0,0,0,0,0,0,0,0
dränering,0,0,0,0,0,1,0,0,0,0
dränerad,0,0,0,0,0,0,0,0,0,0
ankbonde,0,0,0,0,0,0,0,0,0,0
drama,0,0,0,0,0,0,0,0,0,0
dramatisk,0,0,0,0,0,0,0,0,0,0
drapera,0,0,0,0,0,0,0,0,0,0
draperi,0,0,0,0,0,0,0,0,0,0
drastiskt,0,0,0,0,0,0,0,0,0,0
förslag,0,0,0,0,0,0,0,0,0,0
dra,0,0,0,0,0,0,0,0,0,0
nackdel,0,0,0,0,0,1,0,0,0,0
låda,0,0,0,0,0,0,0,0,0,0
lådor,0,0,0,0,0,0,0,0,0,0
teckning,0,0,0,0,0,0,0,0,0,0
fruktan,0,1,0,1,0,1,0,0,0,0
hemsk,1,1,1,1,0,1,0,1,0,0
fruktansvärt,0,0,1,1,0,1,0,1,1,0
dröm,0,0,0,0,0,0,0,0,0,0
drömmare,0,0,0,0,0,0,0,0,0,0
drömmer,0,0,0,0,0,0,0,0,0,0
drömmande,0,0,0,0,0,0,0,0,0,0
trist,0,0,0,0,0,1,0,1,0,0
muddra,0,0,0,0,0,0,0,0,0,0
genomvåt,0,0,0,0,0,0,0,0,0,0
byrå,0,0,0,0,0,0,0,0,0,0
dribbla,0,0,0,0,0,0,0,0,0,0
torkas,0,0,0,0,0,0,0,0,0,0
tork,0,0,0,0,0,0,0,0,0,0
drift,0,0,0,0,0,0,0,0,0,0
drev,0,0,0,0,0,0,0,0,0,0
borra,0,0,0,0,0,0,0,0,0,0
dryck,0,0,0,0,0,0,0,0,0,0
dricka,0,0,0,0,0,1,0,0,0,0
dropp,0,0,0,0,0,0,0,0,0,0
droppande,0,0,0,0,0,0,0,0,0,0
dravel,0,0,1,0,0,1,0,0,0,0
förare,0,0,0,0,0,0,0,0,0,0
uppfart,0,0,0,0,0,0,0,0,0,0
dugga,0,0,0,0,0,0,0,0,0,0
lustig,0,0,0,0,0,0,0,0,0,0
Drönare,0,0,0,0,0,1,0,0,0,0
dregla,0,0,1,0,0,0,0,0,0,0
hängande,0,0,0,0,0,1,0,0,0,0
släppa,0,0,0,0,0,0,0,0,0,0
liten droppe,0,0,0,0,0,0,0,0,0,0
torka,0,0,0,0,0,1,0,0,0,0
körde,0,0,0,0,0,0,0,0,0,0
drunkna,0,0,0,1,0,1,0,1,0,0
dåsighet,0,0,0,0,0,1,0,0,0,0
dåsig,0,0,0,0,0,0,0,0,0,0
slit,0,0,0,0,0,1,0,0,0,0
läkemedel,0,0,0,0,0,0,0,0,0,0
drogad,0,0,0,0,0,0,0,1,0,0
apotek,0,0,0,0,0,0,0,0,0,0
druid,0,0,0,0,0,0,0,0,0,0
trumma,0,0,0,0,0,0,0,0,0,0
handelsresande,0,0,0,0,0,0,0,0,0,0
trumma,0,0,0,0,0,0,0,0,0,0
berusad,0,0,1,0,0,1,0,0,0,0
fylleri,0,0,0,0,0,1,0,0,0,0
torr,0,0,0,0,0,0,0,0,0,0
torrhet,0,0,0,0,0,0,0,0,0,0
dubbel,0,0,0,0,0,0,0,0,0,0
dualism,0,0,0,0,0,0,0,0,0,0
dualitet,0,0,0,0,0,0,0,0,0,0
dubba,0,0,0,0,0,0,0,0,0,0
tvivelaktiga,0,0,0,1,0,1,0,0,0,1
anka,0,0,0,0,0,0,0,0,0,0
kanal,0,0,0,0,0,0,0,0,0,0
formbar,0,0,0,0,0,0,0,0,0,0
duds,0,0,0,0,0,0,0,0,0,0
på grund av,0,0,0,0,0,0,0,0,0,0
duell,1,1,0,1,0,0,0,0,0,0
avgifter,0,0,0,0,0,0,0,0,0,0
duett,0,0,0,0,0,0,1,0,0,0
utgravning,0,0,0,0,0,0,0,0,0,0
hertig,0,0,0,0,0,0,1,0,0,0
tråkig,0,0,0,0,0,1,0,1,0,0
dum,0,0,0,0,0,1,0,0,0,0
dummy,0,0,0,0,0,1,0,0,0,0
dumpa,0,0,0,0,0,0,0,0,0,0
soptippar,1,0,0,0,0,1,0,1,0,0
dun,0,0,0,0,0,1,0,0,0,0
dyn,0,0,0,0,0,0,0,0,0,0
dynga,0,0,1,0,0,0,0,0,0,0
fängelsehåla,0,0,0,1,0,1,0,0,0,0
duo,0,0,0,0,0,0,0,0,0,0
dupera,1,0,0,0,0,1,0,0,0,0
duplex-,0,0,0,0,0,0,0,0,0,0
duplicera,0,0,0,0,0,0,0,0,0,0
duplicering,0,0,0,0,0,0,0,0,0,0
falskhet,1,0,0,0,0,1,0,0,0,0
varaktighet,0,0,0,0,0,0,1,0,0,1
hållbar,0,0,0,0,0,0,1,0,0,1
varaktighet,0,0,0,0,0,0,0,0,0,0
tvång,1,0,1,1,0,1,0,1,0,0
skymning,0,0,0,0,0,0,0,0,0,0
dunkel,0,0,0,0,0,0,0,0,0,0
damm,0,0,0,0,0,1,0,0,0,0
dammduk,0,0,0,0,0,0,0,0,0,0
dammig,0,0,0,0,0,0,0,0,0,0
lydig,0,1,0,0,0,0,1,0,0,1
dvärg-,0,0,0,0,0,0,0,0,0,0
dvärgväxt,0,0,0,1,0,1,0,1,0,0
bo,0,0,0,0,0,0,0,0,0,0
invånare,0,0,0,0,0,0,0,0,0,0
bostad,0,0,0,0,0,0,0,0,0,0
färga,0,0,0,0,0,0,0,0,0,0
döende,1,0,1,1,0,1,0,1,0,0
fördämning,0,0,0,0,0,0,0,0,0,0
dynamisk,0,0,0,0,0,0,0,0,1,0
dynamiskt,0,0,0,0,0,0,0,0,0,0
dynamik,0,0,0,0,0,0,0,0,0,0
dynamit,0,0,0,0,0,0,0,0,0,0
dynasti,0,0,0,0,0,0,0,0,0,0
dysenteri,0,0,1,0,0,1,0,1,0,0
dyspepsi,0,0,0,0,0,0,0,0,0,0
ivrig,0,1,0,0,1,0,1,0,1,1
iver,0,1,0,0,1,0,1,0,0,1
Örn,0,0,0,0,0,0,0,0,0,1
öra,0,0,0,0,0,0,0,0,0,0
Earl,0,0,0,0,0,0,1,0,0,0
tidigare,0,0,0,0,0,0,0,0,0,0
tidigt,0,0,0,0,0,0,0,0,0,0
tjäna,0,0,0,0,0,0,1,0,0,0
allvarlig,0,0,0,0,0,0,1,0,0,0
ärligt,0,0,0,0,0,0,1,0,0,0
allvar,0,0,0,0,0,0,1,0,0,0
förtjänst,0,0,0,0,0,0,0,0,0,0
örhänge,0,0,0,0,0,0,0,0,0,0
hörhåll,0,0,0,0,0,0,0,0,0,0
jorden,0,0,0,0,0,0,0,0,0,0
lergods,0,0,0,0,0,0,0,0,0,0
jordisk,0,0,0,0,0,0,0,0,0,0
jordbävning,1,0,0,1,0,1,0,1,1,0
jordnära,0,0,0,0,0,0,0,0,0,0
lätthet,0,0,0,0,0,0,1,0,0,0
staffli,0,0,0,0,0,0,0,0,0,0
servitut,0,0,0,0,0,0,1,0,0,0
lätt,0,0,0,0,0,0,0,0,0,0
lätt,0,0,0,0,0,0,0,0,0,0
Lättsam,0,0,0,0,0,0,1,0,0,0
äta,0,0,0,0,0,0,1,0,0,0
äter,0,0,0,0,0,0,0,0,0,0
tjuvlyssning,0,0,0,0,0,1,0,0,0,0
ebb,0,0,0,0,0,0,0,0,0,0
ebenholts,0,0,0,0,0,0,0,0,0,0
excentrisk,0,0,0,0,0,0,0,0,0,0
excentricitet,0,0,0,0,0,0,0,0,0,0
kyrklig,0,0,0,0,0,0,0,0,0,0
eko,0,0,0,0,0,0,0,0,0,0
eklektisk,0,0,0,0,0,0,0,0,0,0
förmörkelse,0,0,0,0,0,0,0,0,0,0
ekliptika,0,0,0,0,0,0,0,0,0,0
ekonomisk,0,0,0,0,0,0,0,0,0,0
ekonomi,0,0,0,0,0,0,0,0,0,0
ekonomi,0,0,0,0,0,0,0,0,0,1
extas,0,1,0,0,1,0,1,0,0,0
extatisk,0,1,0,0,1,0,1,0,1,0
ekumenisk,0,0,0,0,0,0,0,0,0,0
virvel,0,0,0,0,0,0,0,0,0,0
kant,0,0,0,0,0,0,0,0,0,0
bård,0,0,0,0,0,0,0,0,0,0
ätlig,0,0,0,0,0,0,0,0,0,0
påbud,0,0,0,1,0,1,0,0,0,0
uppbyggelse,0,1,0,0,1,0,1,0,0,1
byggnad,0,0,0,0,0,0,0,0,0,0
redigera,0,0,0,0,0,0,0,0,0,0
utgåva,0,1,0,0,0,0,0,0,0,0
redaktör,0,0,0,0,0,0,0,0,0,0
redaktionell,0,0,0,0,0,0,0,0,0,0
utbilda,0,0,0,0,0,0,1,0,0,0
utbildad,0,0,0,0,0,0,1,0,0,0
utbildning,0,0,0,0,0,0,0,0,0,0
pedagogisk,0,0,0,0,0,0,1,0,0,1
ål,0,0,0,1,0,0,0,0,0,0
effekt,0,0,0,0,0,0,0,0,0,0
effektiv,0,0,0,0,0,0,1,0,0,1
effekter,0,0,0,0,0,0,0,0,0,0
effektiv,0,0,0,0,0,0,0,0,0,0
effektivt,0,0,0,0,0,0,0,0,0,0
effektuera,0,0,0,0,0,0,0,0,0,0
feminin,0,0,0,0,0,1,0,0,0,0
effektiv,0,0,0,0,0,0,0,0,0,0
effektivitet,0,0,0,0,0,0,1,0,0,0
effektivitet,0,0,0,0,0,0,1,0,0,0
effektiv,0,1,0,0,0,0,1,0,0,1
avbildning,1,0,0,0,0,0,0,0,0,0
ansträngning,0,0,0,0,0,0,1,0,0,0
utgjutning,0,0,0,0,0,0,0,0,0,0
ägg,0,0,0,0,0,0,0,0,0,0
ego,0,0,0,0,0,0,0,0,0,0
egoistisk,0,0,1,0,0,1,0,0,0,0
oerhörd,1,0,1,0,0,1,0,0,0,0
utträde,0,0,0,0,0,0,0,0,0,0
åttonde,0,0,0,0,0,0,0,0,0,0
åttio,0,0,0,0,0,0,0,0,0,0
ejakulat,0,0,0,0,0,0,0,0,0,0
ejakulation,0,1,0,0,1,0,1,0,1,1
mata ut,0,0,0,0,0,1,0,0,0,0
vräkning,0,0,0,0,0,1,0,0,0,0
utveckla,0,0,0,0,0,0,0,0,0,0
utarbetande,0,0,0,0,0,0,1,0,0,0
elan,0,0,0,0,0,0,0,0,0,0
förflyta,0,0,0,0,0,0,0,0,0,0
förflutit,0,0,0,0,0,0,0,0,0,0
elastisk,0,0,0,0,0,0,0,0,0,0
elasticitet,0,0,0,0,0,0,0,0,0,0
upprymd,0,0,0,0,1,0,1,0,0,0
armbåge,1,0,0,0,0,0,0,0,0,0
eld,0,0,0,0,0,0,0,0,0,0
äldre,0,0,0,0,0,0,1,0,0,1
äldre,0,0,0,0,0,0,1,0,0,1
äldst,0,0,0,0,0,0,0,0,0,0
välja,0,0,0,0,0,0,1,0,0,1
val,0,0,0,0,0,0,0,0,0,0
väljare,0,0,0,0,0,0,0,0,0,0
väljarkår,0,0,0,0,0,0,0,0,0,1
elektrisk,0,0,0,0,1,0,1,0,1,0
elektricitet,0,0,0,0,0,0,1,0,0,0
elegans,0,1,0,0,1,0,1,0,0,1
elegant,0,0,0,0,1,0,1,0,0,0
element,0,0,0,0,0,0,0,0,0,0
elementärt,0,0,0,0,0,0,0,0,0,0
element,0,0,0,0,0,0,0,0,0,0
elefant,0,0,0,0,0,0,0,0,0,0
upphöja,0,0,0,0,0,0,0,0,0,0
elevation,0,1,0,1,1,0,1,0,0,1
hiss,0,0,0,0,0,0,0,0,0,0
elva,0,0,0,0,0,0,0,0,0,0
elfte,0,0,0,0,0,0,0,0,0,0
älva,1,0,1,1,0,0,0,0,0,0
framkalla,0,0,0,0,0,0,0,0,0,0
berättigad,0,0,0,0,0,0,1,0,0,0
eliminering,1,0,1,1,0,1,0,1,0,0
elit,0,1,0,0,1,0,1,0,0,1
älg,0,0,0,0,0,0,0,0,0,0
aln,0,0,0,0,0,0,0,0,0,0
ellips,0,0,0,0,0,0,0,0,0,0
ellips,0,0,0,0,0,0,0,0,0,0
ellipsoid,0,0,0,0,0,0,0,0,0,0
elliptisk,0,0,0,0,0,0,0,0,0,0
elliptisk,0,0,0,0,0,0,0,0,0,0
förlänga,0,0,0,0,0,0,0,0,0,0
förlängning,0,0,0,0,0,0,0,0,0,0
vältalighet,0,0,0,0,0,0,1,0,0,0
vältalig,0,0,0,0,0,0,1,0,0,0
klarlägga,0,0,0,0,0,0,1,0,0,1
klargörande,0,0,0,0,0,0,0,0,0,0
gäcka,0,0,0,0,0,0,0,0,0,0
svårfångad,0,0,0,0,0,1,0,0,1,0
utmärglad,0,0,0,1,0,1,0,1,0,0
utgå,0,0,0,0,0,0,0,0,0,0
frigörelse,0,1,0,0,1,0,1,0,0,0
vägbank,0,0,0,0,0,0,0,0,0,0
embargo,0,0,0,0,0,1,0,0,0,0
gå ombord,0,0,0,0,0,0,0,0,0,0
besvära,0,0,0,0,0,1,0,1,0,0
pinsam,0,0,0,0,0,1,0,0,0,0
förlägenhet,0,0,0,1,0,1,0,1,1,0
ambassad,0,0,0,0,0,0,0,0,0,0
bädda in,0,0,0,0,0,0,0,0,0,0
försköna,0,0,0,0,0,0,0,0,0,0
utsmyckning,0,0,0,0,0,0,0,0,0,0
glöd,0,0,0,0,0,0,0,0,0,0
förskingring,0,0,0,0,0,1,0,0,0,0
emblem,0,0,0,0,0,0,0,0,0,0
symbolisk,0,0,0,0,0,0,0,0,0,0
utförande,0,0,0,0,0,0,0,0,0,0
emboli,0,0,0,1,0,1,0,1,0,0
präglade,0,0,0,0,0,0,0,0,0,0
omfamning,0,1,0,0,1,0,1,0,1,1
broderade,0,0,0,0,0,0,0,0,0,0
broderi,0,0,0,0,0,0,0,0,0,0
indragen,0,0,0,0,0,1,0,0,0,0
embryo,0,0,0,0,0,0,0,0,0,0
embryonala,0,0,0,0,0,0,0,0,0,0
smaragd-,0,0,0,0,0,0,0,0,0,0
framträda,0,0,0,0,0,0,0,0,0,0
uppkomst,0,0,0,0,0,0,0,0,0,0
nödsituation,0,0,0,1,0,1,0,1,1,0
emeritus,0,0,0,0,0,0,1,0,0,0
emigrera,0,0,0,0,0,0,0,0,0,0
emigration,0,0,0,0,0,0,0,0,0,0
höjd,0,0,0,0,0,0,1,0,0,1
eminent,0,0,0,0,0,0,1,0,0,0
eminent,0,0,0,0,0,0,1,0,0,0
emir,0,0,0,0,0,0,1,0,0,0
utsläpp,0,0,0,0,0,0,0,0,0,0
avge,0,0,0,0,0,0,0,0,0,0
känsla,0,0,0,0,0,0,0,0,0,0
emotionell,0,0,0,0,0,0,0,0,0,0
känslomässiga,0,0,0,0,0,0,0,0,0,0
empati,0,0,0,0,0,0,1,0,0,0
kejsare,0,0,0,0,0,0,0,0,0,0
betoning,0,0,0,0,0,0,0,0,0,0
betona,0,0,0,0,0,0,0,0,0,1
eftertrycklig,0,0,0,0,0,0,0,0,0,0
imperium,0,0,0,0,0,0,0,0,0,0
empirisk,0,0,0,0,0,0,0,0,0,0
empirism,0,0,0,0,0,0,0,0,0,0
använda,0,0,0,0,0,0,0,0,0,1
arbetsgivare,0,0,0,0,0,0,0,0,0,0
sysselsättning,0,0,0,0,0,0,0,0,0,0
varuhus,0,0,0,0,0,0,0,0,0,0
bemyndiga,0,0,0,0,0,0,1,0,0,0
kejsarinna,0,0,0,0,0,0,0,0,0,0
tomhet,0,0,0,0,0,0,0,1,0,0
förlust,0,0,0,0,0,0,0,0,0,0
tömma,0,0,0,0,0,0,0,0,0,0
tävla med,0,0,0,0,0,0,1,0,0,0
emulsion,0,0,0,0,0,0,0,0,0,0
Gör det möjligt,0,0,0,0,0,0,1,0,0,1
aktivering,0,0,0,0,0,0,1,0,0,1
anta,0,0,0,0,0,0,0,0,0,0
antagande,0,0,0,0,0,0,0,0,0,0
emalj,0,0,0,0,0,0,0,0,0,0
läger,0,0,0,0,0,0,0,0,0,0
tjusa,0,1,0,0,1,0,1,0,1,0
förtrollad,0,0,0,0,1,0,1,0,0,1
förtjusande,0,1,0,0,1,0,1,0,0,0
förtrollning,0,0,0,0,0,0,0,0,0,0
omringa,0,0,0,0,0,0,0,0,0,0
omslutande,0,0,0,0,0,0,0,0,0,0
enklav,0,0,0,0,0,1,0,0,0,0
bifoga,0,0,0,0,0,0,0,0,0,0
koda,0,0,0,0,0,0,0,0,0,0
omfatta,0,0,0,0,0,0,0,0,0,0
extranummer,0,0,0,0,0,0,1,0,0,0
stöta på,0,0,0,0,0,0,0,0,0,0
uppmuntra,0,0,0,0,1,0,1,0,0,1
uppmuntran,0,0,0,0,0,0,1,0,0,0
inkräkta,0,0,0,0,0,0,0,0,0,0
intrång,0,0,0,1,0,1,0,0,0,0
kryptera,0,0,0,0,0,0,0,0,0,0
belastning,1,0,0,1,0,1,0,1,0,0
encyklopedi,0,0,0,0,0,0,1,0,0,1
slutet,0,0,0,0,0,0,0,0,0,0
äventyra,0,1,0,1,0,1,0,0,0,0
hotad,0,0,0,1,0,1,0,0,0,0
strävan,0,1,0,0,0,0,1,0,0,0
slutade,0,0,0,0,0,0,0,0,0,0
endemisk,0,0,1,1,0,1,0,1,0,0
slut,0,0,0,0,0,0,0,0,0,0
ändlös,1,0,0,1,1,1,1,1,0,1
endokardit,0,0,0,1,0,0,0,1,0,0
godkännande,0,0,0,0,0,0,0,0,0,0
begåva,0,0,0,0,0,0,1,0,0,1
begåvad,0,0,0,0,0,0,1,0,0,0
begåvning,0,0,0,0,0,0,1,0,0,1
slutpapper,0,0,0,0,0,0,0,0,0,0
slutpunkt,0,0,0,0,0,0,0,0,0,0
uthållighet,0,0,0,0,0,0,1,0,0,0
stå ut med,0,0,0,0,0,0,1,0,0,0
lavemang,0,0,1,0,0,0,0,0,0,0
fiende,1,0,1,1,0,1,0,0,0,0
energisk,0,0,0,0,0,0,1,0,0,0
energi,0,0,0,0,0,0,0,0,0,0
förstärka,1,0,0,1,0,1,1,0,0,0
tillämpning,0,0,0,0,0,1,0,0,0,0
förlova sig,0,0,0,0,0,0,0,0,0,0
engagerad,0,1,0,0,1,0,1,0,0,1
engagemang,0,0,0,0,0,0,0,0,0,0
engagerande,0,0,0,0,1,0,1,0,0,1
framkalla,0,0,0,0,0,0,0,0,0,0
motor,0,0,0,0,0,0,0,0,0,0
ingenjör,0,0,0,0,0,0,0,0,0,0
teknik,0,0,0,0,0,0,0,0,0,0
gravera,0,0,0,0,0,0,0,0,0,0
graverad,0,0,0,0,0,0,0,0,0,0
gravör,0,0,0,0,0,0,0,0,0,0
gravyr,0,0,0,0,0,0,0,0,0,0
uppslukad,0,0,0,0,0,0,0,0,0,0
fängslande,0,0,0,0,0,0,0,0,0,0
uppsluka,0,1,0,0,0,0,0,0,0,0
förbättra,0,0,0,0,0,0,1,0,0,0
gåta,0,0,0,0,0,0,0,0,0,0
gåtfull,0,0,0,1,0,1,0,0,0,0
ålägga,0,0,0,0,0,0,0,0,0,0
njut av,0,1,0,0,1,0,1,0,0,1
njuter,0,1,0,0,1,0,1,0,0,1
förstorad,0,0,0,0,0,0,0,0,0,0
utvidgning,0,0,0,0,0,0,0,0,0,0
upplysa,0,0,0,0,1,0,1,0,0,1
upplysning,0,0,0,0,1,0,1,0,0,1
värva,0,0,0,0,0,0,0,0,0,0
liva upp,0,0,0,0,1,0,1,0,1,1
fiendskap,1,0,0,1,0,1,0,1,0,0
enormitet,0,0,0,0,0,0,0,0,0,0
enorm,0,0,0,0,0,0,0,0,0,0
enormt,0,0,0,0,0,0,0,0,0,0
berika,0,0,0,0,0,0,1,0,0,0
skriva in,0,1,0,0,0,0,0,0,0,1
ensemble,0,0,0,0,0,0,1,0,0,1
baner,0,0,0,0,0,0,1,0,0,0
förslava,0,0,0,0,0,1,0,0,0,0
förslavad,1,0,1,1,0,1,0,1,0,0
förslavning,0,0,0,0,0,1,0,0,0,0
följa,0,0,0,0,0,0,0,0,0,0
säkerställa,0,0,0,0,0,0,0,0,0,0
medföra,0,0,0,0,0,0,0,0,0,0
intrasslad,1,0,1,1,0,1,0,1,0,0
förveckling,0,0,0,0,0,1,0,0,0,0
stiga på,0,0,0,0,0,0,0,0,0,0
företag,0,0,0,0,0,0,0,0,0,0
företagsam,0,0,0,0,0,0,1,0,0,0
underhålla,0,0,0,0,1,0,1,0,0,0
underhöll,0,0,0,0,1,0,1,0,0,0
underhållande,0,1,0,0,1,0,1,0,0,0
underhållning,0,1,0,0,1,0,1,0,1,1
entusiasm,0,1,0,0,1,0,1,0,1,0
entusiast,0,1,0,0,1,0,1,0,1,0
locka,0,0,0,0,0,0,0,0,0,0
hel,0,0,0,0,0,0,0,0,0,0
helhet,0,0,0,0,0,0,0,0,0,0
berättiga,0,0,0,0,0,0,0,0,0,0
entitet,0,0,0,0,0,0,0,0,0,0
entomologi,0,0,0,0,0,0,0,0,0,0
inälvor,0,0,1,0,0,1,0,0,0,0
ingång,0,0,0,0,0,0,0,0,0,0
bönfalla,0,0,0,0,0,0,0,0,0,0
förrätt,0,0,0,0,0,0,0,0,0,0
entreprenör,0,0,0,0,0,0,0,0,0,0
anförtro,0,0,0,0,0,0,0,0,0,1
inträde,0,0,0,0,0,0,0,0,0,0
räkna upp,0,0,0,0,0,0,0,0,0,0
uppräkning,0,0,0,0,0,0,0,0,0,0
kuvert,0,0,0,0,0,0,0,0,0,0
avundsjuk,0,0,0,0,0,1,0,0,0,0
omgivning,0,0,0,0,0,0,1,0,0,0
miljö,0,0,0,0,0,0,0,0,0,0
omgivningar,0,0,0,0,0,0,0,0,0,0
föreställa sig,0,0,0,0,0,0,0,0,0,0
sändebud,0,0,0,0,0,0,0,0,0,0
kortlivad,0,0,0,0,0,0,0,0,0,0
efemerid,0,0,0,0,0,0,1,0,0,0
episk,0,0,0,0,0,0,1,0,0,0
epidemi,1,1,1,1,0,1,0,1,1,0
epidermis,0,0,0,0,0,0,0,0,0,0
epilepsi,0,0,0,0,0,1,0,0,0,0
epilog,0,0,0,0,0,0,0,0,0,0
biskops-,0,0,0,0,0,0,0,0,0,1
episod,0,0,0,0,0,0,0,0,0,0
episodisk,0,0,0,0,0,0,0,0,0,0
brev,0,0,0,0,0,0,0,0,0,0
epitafium,0,0,0,0,0,0,0,1,0,0
epitet,0,0,0,0,0,0,0,0,0,0
symbol,0,0,0,0,0,0,1,0,0,0
epok,0,0,0,0,0,0,0,0,0,0
likvärdig,0,0,0,0,0,0,0,0,0,0
jämlikhet,0,0,0,0,1,0,1,0,0,1
utjämning,0,0,0,0,0,0,0,0,0,0
utjämna,0,0,0,0,0,0,0,0,0,0
lika,0,0,0,0,0,0,1,0,0,0
